Date,Time,MSec,Sample,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12
4/8/2016,10:54:56,316,7466,81,78,82,84,84,85,82,82,85,83,84,82
4/8/2016,10:54:56,503,7467,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:56,706,7468,81,78,82,84,84,85,82,82,85,83,84,83
4/8/2016,10:54:56,909,7469,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:57,111,7470,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:57,314,7471,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:57,517,7472,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:57,704,7473,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:57,923,7474,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:58,110,7475,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:58,313,7476,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:58,515,7477,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:58,703,7478,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:58,905,7479,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:59,108,7480,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:59,311,7481,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:54:59,514,7482,81,78,82,84,84,85,82,82,85,83,84,82
4/8/2016,10:54:59,717,7483,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:54:59,904,7484,81,78,82,84,84,85,82,82,85,83,84,82
4/8/2016,10:55:00,107,7485,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:55:00,309,7486,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:55:00,512,7487,81,78,82,84,84,85,82,82,84,83,84,82
4/8/2016,10:55:00,715,7488,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:55:00,902,7489,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:55:01,105,7490,81,78,82,84,84,85,82,82,84,83,84,83
4/8/2016,10:55:01,308,7491,81,78,82,84,84,85,82,82,84,83,84,83
